rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,parent_company,naics,business_description,best_contact_from_hoovers,n_contacts,n_with_email,key_person_public,key_person_2_public,source_urls,rationale,outreach_status,mergent_email,mergent_phone,notes
172,6,Cloverland Dairy Limited Partnership,unclassified food/bev mfr,,Baltimore,Maryland,http://www.cloverlanddairy.com,4.6527061E7,450,Partnership,,311511,"Cloverland Dairy Limited Partnership is primarily engaged in processing (e.g., pasteurizing, homogenizing, vitaminizing, bottling) fluid milk and cream, and related products, including cottage cheese,",James Cella — Vice President Dairy Operations,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
173,6,Coca Cola Bottling Co Of Shreveport Inc,unclassified food/bev mfr,,Dallas,Texas,http://www.coca-cola.com,3.753669E7,300,Private,"Coca-Cola Refreshments USA, LLC",312111,Coca Cola Bottling Co Of Shreveport Inc is primarily engaged in manufacturing soft drinks and carbonated waters.,Deidre Jones — Senior Vice President And Chief People Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
174,6,"Coca-Cola Beverages Florida, LLC",unclassified food/bev mfr,,Tampa,Florida,http://www.cokeflorida.com,5.4950476E8,1000,Private,"Cardinal System Holdings, LLC",312111,"Coca-Cola Beverages Florida, Llc is primarily engaged in manufacturing soft drinks and carbonated waters.",Duane Still — Chief Financial Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
175,6,"Coca-Cola Bottling Company of New York, Inc., The",unclassified food/bev mfr,,Atlanta,Georgia,http://www.cocacolaunited.com,4.3248196E8,164,Private,"Coca-Cola Refreshments USA, LLC",312111,"Coca-Cola Bottling Company Of New York, Inc., The is primarily engaged in manufacturing soft drinks and carbonated waters.",Rima Shehadeh — Principal Auditor,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
176,6,Coca-Cola Bottling Company of Wisconsin (del),unclassified food/bev mfr,,Niles,Illinois,http://www.reyescocacola.com,4.9520592E7,400,Private,"Coca-Cola Refreshments USA, LLC",312111,Coca-Cola Bottling Company Of Wisconsin (Del) is primarily engaged in manufacturing soft drinks and carbonated waters.,James McArthur — Senior Vice President Operations,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
177,6,Coca-Cola Business Services North America LLC,unclassified food/bev mfr,,Atlanta,Georgia,http://www.ccbss.com,5.544313E7,150,Private,Coca-Cola Bottlers' Sales & Services Company LLC,312111,Coca-Cola Business Services North America Llc is primarily engaged in manufacturing soft drinks and carbonated waters.,Robert Su — Chief Financial Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
178,6,"Coleman Natural Foods, LLC",unclassified food/bev mfr,,Golden,Colorado,http://www.colemannatural.com,2.4631119E7,2300,Private,Perdue Farms Incorporated,311611,"Coleman Natural Foods raises some mighty healthy critters. The company serves up vegetarian-fed chicken, pork, and goat that's natural, organic, and antibiotic- and GM-free. It also offers chicken sau",Mark Hickman — Vice President Pork Operations,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
179,6,Commercial Creamery Co.,unclassified food/bev mfr,,Spokane,Washington,http://www.cheesepowder.com,2.2060547E7,120,Private,Commercial Creamery Co.,311514,"Say ""cheese"" and, poof!, you get the Commercial Creamery, a manufacturer of spray-dried food powders. The company's products include cheese and dairy powders, including cream and cheese powders, as we",William Gilmartin — Senior Vice President Of Operations,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
180,6,Cookietree LLC,unclassified food/bev mfr,,Salt Lake City,Utah,http://www.cookietree.com,2.3603968E7,136,Private,C.H. Guenther & Son LLC,311821,"Cookietree Llc is primarily engaged in manufacturing fresh cookies, crackers, pretzels, and similar ""dry"" bakery products.",Harold Rosemann — Chief Financial Officer Chief Operations Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
181,6,"Copper River Seafoods, Inc.",unclassified food/bev mfr,,Anchorage,Alaska,http://www.copperriverseafoods.com,5.0149975E7,230,Private,"Copper River Seafoods, Inc.",311710,"Copper River Seafoods, Inc. is primarily engaged in cooking and canning fish, shrimp, oysters, clams, crabs, and other seafoods, including soups; and those engaged in smoking, salting, drying, or othe",Brandi Zeman — Chief Financial Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
182,6,Corriere Quest Capital Co.,unclassified food/bev mfr,,Easton,Pennsylvania,http://www.keystonesnacks.com,2.2565132E7,150,Private,"Cheeze Kurls, LLC",311919,"Corriere Quest Capital Co. is primarily engaged in manufacturing potato chips, corn chips, and similar snacks.",William Corriere — Chief Executive Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
183,6,"Cosmax NBT Usa, Inc.",unclassified food/bev mfr,,Plano,Texas,http://www.cosmaxnbtusa.com,2.0310816E7,63,Private,"COSMAX NBT, INC.",311514,"Cosmax Nbt Usa, Inc. is primarily engaged in manufacturing dry, condensed, and evaporated dairy products. This also includes manufacturing mixes for the preparation of frozen ice cream and ice milk an",Byung Lee — President,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
184,6,"Country Fresh Batter, Inc.",unclassified food/bev mfr,,King OF Prussia,Pennsylvania,http://www.hopescookies.com,2.1921892E7,60,Private,"Country Fresh Batter, Inc.",311821,"Country Fresh Batter, Inc. is primarily engaged in manufacturing fresh cookies, crackers, pretzels, and similar ""dry"" bakery products.",Hope Spivak — President,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
185,6,"Country Maid, Inc.",unclassified food/bev mfr,,West Bend,Iowa,http://www.countrymaid.net,4.0E7,90,Private,,311211,"Country Maid, Inc. is primarily engaged in milling flour or meal from grain, except rice. The products of flour mills may be sold plain or in the form of prepared mixes or doughs for specific purposes",Ken Banwart — President,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
186,6,"Crumbl Franchising, LLC",unclassified food/bev mfr,,Lindon,Utah,http://www.crumblcookies.com,1.5826564E8,139,Private,"Crumbl Foods, LLC",445291,"Crumbl Franchising, Llc is primarily engaged in the retail sale of bakery products. The products may be purchased from others or made on the premises.",Brian Howell — Franchise Owner Operator President,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
187,6,"Custom Culinary, Inc.",unclassified food/bev mfr,,Lombard,Illinois,http://www.customculinary.com,2.2935005E7,130,Private,Griffith Foods Inc.,311423,"Custom Culinary, Inc. is primarily engaged in sun drying or artificially dehydrating fruits and vegetables, or in manufacturing packaged soup mixes from dehydrated ingredients.",Daniel Schlesinger — Principal,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
188,6,Custom Foods of America Incorporated,unclassified food/bev mfr,,Knoxville,Tennessee,http://www.customfoods.net,2.7538307E7,300,Private,,311999,"Custom Foods Of America Incorporated is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavenin",Graham Hunter — President,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
189,6,D.B.C. Corporation,unclassified food/bev mfr,,Madison,Mississippi,http://www.pirouline.com,2.4166662E7,186,Private,,311821,"D.B.C. Corporation is primarily engaged in manufacturing fresh cookies, crackers, pretzels, and similar ""dry"" bakery products.",Peter De Beukelaer — President,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
190,6,"DG FOODS, LLC",unclassified food/bev mfr,,Hazlehurst,Mississippi,http://www.dgfoods.net,4.1490002E7,500,Private,,311615,"Dg Foods, Llc is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their own account",Chris Carter — Chief Executive Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
191,6,"DP BRANDS, INC",unclassified food/bev mfr,,Salem,Oregon,http://www.donpancho.com,2.4861164E7,101,Private,"Reser's Fine Foods, Inc.",311830,"Don Pancho Authentic Mexican Foods sets about satisfying the growing craving for Mexican and Tex-Mex foods in the US. Manufacturing some 2.5 million tortilla shells every day, the company provides reg",Phillip Puentes — Vice President,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
192,6,"DP CLOSING, LLC",unclassified food/bev mfr,,Yuma,Arizona,http://www.oasisdate.com,2.3500154E7,501,Private,,311423,"Dp Closing, Llc is primarily engaged in sun drying or artificially dehydrating fruits and vegetables, or in manufacturing packaged soup mixes from dehydrated ingredients.",Carl Padula — Chief Financial Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
193,6,"Dalton's Best Maid Products, Incorporated",unclassified food/bev mfr,,Fort Worth,Texas,http://www.bestmaidpickles.com,3.0835499E7,250,Private,"Dalton's Best Maid Products, Incorporated",311421,"Best Maid Products is a company that enjoys being in a serious pickle. Founded in 1926 by the Dalton family, the company distributes a variety of pickles, sauces, dressings, and other condiments under",Brian Dalton — President And Chief Financial Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
194,6,"De Wafelbakkers, LLC.",unclassified food/bev mfr,,North Little Rock,Arkansas,http://www.dewafelbakkers.com,3.1574579E7,150,Private,Hometown Food Company,311412,"De Wafelbakkers, Llc. is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",Tim Beeson — Vice President Of Operations,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
195,6,"DecoPac, Inc.",unclassified food/bev mfr,,Anoka,Minnesota,http://www.decopac.com,4.901136E7,373,Private,"DecoPac, Inc.",445291,"Decopac, Inc. is primarily engaged in the retail sale of bakery products. The products may be purchased from others or made on the premises.",Steven Twedell — Chief Financial Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
196,6,Del Mar Food Products Corp.,unclassified food/bev mfr,,Watsonville,California,http://www.delmarfoods.com,2.306398E7,100,Private,,311421,"Del Mar Food Products Corp. is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserve",Paul Mecozzi — Chief Executive Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
197,6,"Del Monte Fresh Produce N.A., Inc.",unclassified food/bev mfr,,Coral Gables,Florida,http://www.freshdelmonte.com,5.1884375E8,1550,Private,Del Monte Fresh Produce Company,311421,"Del Monte Fresh Produce N.A., Inc. is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation p",Rene Contreras — Principal,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
198,6,"Deschutes Brewery, Inc.",unclassified food/bev mfr,,Bend,Oregon,http://www.deschutesbrewery.com,4.0886143E7,270,Private,"Deschutes Brewery, Inc.",312120,"Named for a nearby river, Deschutes Brewery goes with the flow of its craft beer. Among its stable of beers are the Black Butte Porter, Obsidian Stout, and Big Rig brands. Headquartered in Bend, Orego",Lisa Swanston — Chief Financial Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
199,6,"Destileria Serralles, Inc.",unclassified food/bev mfr,,Mercedita,Puerto Rico,http://www.donq.com,4.8400265E7,292,Private,"Destileria Serralles, Inc.",312140,"Destileria Serralles, Inc. is primarily engaged in manufacturing alcoholic liquors by distillation, and in manufacturing cordials and alcoholic cocktails by blending processes or by mixing liquors and",John Meisler — Vice President Sales Serralles Usa,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
200,6,"Diageo Americas, Inc.",unclassified food/bev mfr,,New York,New York,,1.25272E8,109,Private,DIAGEO PLC,312130,"Diageo Americas, Inc. is primarily engaged in manufacturing wines, brandy, and brandy spirits. This industry also includes bonded wine cellars which are engaged in blending wines.",,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
201,6,"Diana's Mexican Food Products, Inc.",unclassified food/bev mfr,,Norwalk,California,http://www.dianas.net,2.3318909E7,300,Private,"Diana's Mexican Food Products, Inc.",311830,"Diana's Mexican Food Products, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening",Hortensia Magana — Vice President,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
202,6,"Dieffenbach's Potato Chips, Inc.",unclassified food/bev mfr,,Womelsdorf,Pennsylvania,http://www.dieffenbachs.com,2.1297977E7,160,Private,"Dieffenbach's Potato Chips, Inc.",311919,"Dieffenbach's Potato Chips, Inc. is primarily engaged in manufacturing potato chips, corn chips, and similar snacks.",Nevin Dieffenbach — Chief Executive Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
203,6,"Discoverfresh Foods, Inc.",unclassified food/bev mfr,,Greenville,South Carolina,http://www.dukesmayo.com,4.3332714E7,230,Private,"Discoverfresh Foods, Inc.",311513,"Discoverfresh Foods, Inc. is primarily engaged in manufacturing natural cheese (except cottage cheese), processed cheese, cheese foods, cheese spreads, and cheese analogs (imitations and substitutes).",Andrew Smart — Chief Executive Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
204,6,"Diversified Foods and Seasonings, L.L.C.",unclassified food/bev mfr,,Covington,Louisiana,http://www.diversified-foods.com,4.0383595E7,231,Private,"Diversified Foods and Seasonings, L.L.C.",311423,"Diversified Foods And Seasonings, L.L.C. is primarily engaged in sun drying or artificially dehydrating fruits and vegetables, or in manufacturing packaged soup mixes from dehydrated ingredients.",James Joshua — Vice President Of Procurement,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
205,6,"Dole Fresh Vegetables, Inc.",unclassified food/bev mfr,,Monterey,California,http://www.dole.com,1.3168857E8,2000,Private,CHIQUITA HOLDINGS LIMITED,311999,"Dole Fresh Vegetables, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compoun",Timothy Escamilla — Chief Executive Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
206,6,Drink Brez LLC,unclassified food/bev mfr,,West Palm Beach,Florida,,2.0E7,50,Private,,311999,"Drink Brez Llc is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of soft drinks, a",Daniel Gelshteyn — Chief Operating Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
207,6,"E & E Foods, Inc.",unclassified food/bev mfr,,Renton,Washington,http://www.eefoods.com,4.8399387E7,230,Private,"E & E Foods, Inc.",311710,"E & E Foods, Inc. is primarily engaged in preparing fresh and raw or cooked frozen fish and other seafoods and seafood preparations, such as soups, stews, chowders, fishcakes, crabcakes, and shrimp ca",Brad Momanski — President,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
208,6,"ESSENTIA BY-PRODUCT SOLUTIONS, LLC",unclassified food/bev mfr,,Arion,Iowa,http://www.lauridsengroupinc.com,4.5656921E7,225,Private,"The Lauridsen Group, Inc.",311999,"Essentia By-Product Solutions, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening ",Melissa Oborny — Vice President Finance,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
209,6,"Echo Lake Foods, LLC",unclassified food/bev mfr,,Burlington,Wisconsin,http://www.echolakefoods.com,4.8434879E7,200,Private,"THE ELKIN COMPANY, LLP",311230,"Echo Lake Foods, Llc is primarily engaged in manufacturing cereal breakfast foods and related preparations, except breakfast bars.",Dave Jordan — President,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
210,6,"Eden Foods, Inc.",unclassified food/bev mfr,,Clinton,Michigan,http://store.edenfoods.com,2.2978691E7,140,Private,"Eden Foods, Inc.",311999,"Known for its Edensoy organic soymilk, Eden Foods offers more than 300 organic food items. It's North America's oldest natural and organic food company and the largest independent manufacturer of dry ",Massimo Damore — Chief Executive Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
211,6,Edward Marc Brands LLC,unclassified food/bev mfr,,Pittsburgh,Pennsylvania,http://www.edwardmarc.com,2.9961857E7,100,Private,Edward Marc Brands LLC,311340,"Edward Marc Brands Llc is primarily engaged in manufacturing candy, including chocolate candy, other confections, and related products.",Dana Edwards Manatos — Founder Ceo,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
212,6,"Egg Innovations, LLC",unclassified food/bev mfr,,Warsaw,Indiana,http://www.egginnovations.com,4.5768932E7,77,Private,"Egg Innovations, LLC",311999,"One company thinks its innovative methods areeggcellent. Egg Innovations is a leading producer of cage-free and organic eggs, packaging more than 15 million eggs each month from more than 30 family fa",Brian Klepke — Chief Operating Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
213,6,"Egglife Foods, Inc.",unclassified food/bev mfr,,Wolcott,Indiana,http://www.egglifefoods.com,2.4619383E7,135,Private,,311999,"Egglife Foods, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their own a",David Kroll — Chief Executive Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
214,6,"El Encanto, Inc.",unclassified food/bev mfr,,Albuquerque,New Mexico,http://www.buenofoods.com,2.4616837E7,400,Private,"El Encanto, Inc.",311412,"El Encanto, Inc. is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",Velichko Baltashki — Business Owner,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
215,6,"Elmer Candy, LLC",unclassified food/bev mfr,,Ponchatoula,Louisiana,http://www.elmerchocolate.com,2.9420502E7,300,Private,,311351,"Elmer Candy Corporation makes Eastersweet. Although it has been in business since 1855,the companybegan focusing on seasonal (Christmas, Easter, and Valentine's Day)candy in the 1970s, following the i",Robert Nelson — Chief Executive Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
216,6,"Enfield Farms, Inc.",unclassified food/bev mfr,,Lynden,Washington,http://www.enfieldfarms.com,2.3779278E7,107,Private,,311421,"Enfield Farms, Inc. is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserves, jams,",Marvin Enfield — President,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
217,6,"Epic Enterprises, Inc.",unclassified food/bev mfr,,Ayer,Massachusetts,http://www.epicenterprisesinc.com,3.1140648E7,85,Private,"PepsiCo, Inc.",312111,"Epic Enterprises, Inc. is primarily engaged in manufacturing soft drinks and carbonated waters.",,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
218,6,"Euro Foods, Inc.",unclassified food/bev mfr,,Freeland,Pennsylvania,http://usa.citterio.com,5.170052E7,250,Private,"Euro Foods, Inc.",311612,"Euro Foods, Inc. is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasses and othe",Giorgio Albrieux — Chief Financial Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
219,6,"Evans Foods, Inc.",unclassified food/bev mfr,,Chicago,Illinois,http://www.benestarbrands.com,4.7780426E7,100,Private,Evans Food Group Ltd.,311919,"Evans Food Products has something to oink about. The company manufactures pork rinds and pork cracklings under the Macs, La Tonita, Bills, and Porkie brand names. Its products are available at retaile",Alex Silva — Chief Executive Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
220,6,F M Brown's Sons Incorporated,unclassified food/bev mfr,,Reading,Pennsylvania,http://www.fmbrown.com,3.1659817E7,200,Private,F M Brown's Sons Incorporated,311211,"F M Brown's Sons Incorporated is primarily engaged in milling flour or meal from grain, except rice. The products of flour mills may be sold plain or in the form of prepared mixes or doughs for specif",Ron Scheese — Chief Executive Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
221,6,"F'real! Foods, LLC",unclassified food/bev mfr,,Emeryville,California,http://www.freal.com,2.1997345E7,100,Private,Rich Products Corporation,311514,"F'real! Foods, Llc is primarily engaged in manufacturing dry, condensed, and evaporated dairy products. This also includes manufacturing mixes for the preparation of frozen ice cream and ice milk and ",Mark Amparo — Principal,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
222,6,"F. B. Purnell Sausage Co., Inc.",unclassified food/bev mfr,,Simpsonville,Kentucky,http://www.itsgooo-od.com,2.4142372E7,80,Private,,311612,"F. B. Purnell Sausage manufactures processed meat products under the Old Folks brand name. The company operates a processing facility in Kentucky; its products, including frozen breakfast and dinner s",Fred Purnell — President,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
223,6,F. Korbel & Bros.,unclassified food/bev mfr,,Guerneville,California,http://www.korbel.com,4.2086529E7,256,Private,F. Korbel & Bros.,312130,Korbel produces champagnes and other wines from the fruit of its vineyards and the products of its winery and distillery that are situated along California's Russian River in western Sonoma County. Lo,Kathleen Faris — Principal,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
224,6,"FCH Enterprises, Inc.",unclassified food/bev mfr,,Honolulu,Hawaii,http://www.fchenterprises.com,2.9481607E7,2000,Private,"FCH Enterprises, Inc.",311999,"Fch Enterprises, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; pe",Jason Higa — Chief Executive Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
225,6,"FISCHER & WIESER SPECIALTY FOODS, INC.",unclassified food/bev mfr,,Fredericksburg,Texas,http://www.jelly.com,2.4900135E7,75,Private,"FISCHER & WIESER SPECIALTY FOODS, INC.",311412,"Fischer & Wieser Specialty Foods, Inc. is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",Case Fischer — President,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
226,6,"Fair Oaks Foods, L.L.C.",unclassified food/bev mfr,,Pleasant Prairie,Wisconsin,,4.8798988E7,550,Private,"Fair Oaks Foods, L.L.C.",311612,"Fair Oaks Farms produces a variety of fresh, ready-to-cook, and fully cooked beef, pork, and poultry products. The company distributesto restaurants and foodservice operators. Custom specialties inclu",Randy Levy — Chief Financial Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
227,6,"Fairmont Foods, Inc.",unclassified food/bev mfr,,Fairmont,Minnesota,http://www.downsfoodgroup.com,4.9112225E7,255,Private,Tony Downs Foods Co.,311412,"Fairmont Foods, Inc. is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",John Heuer — Executive Vice President,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
228,6,Falcon Trading Company,unclassified food/bev mfr,,Royal Oaks,California,http://www.shopsunridgefarms.com,5.2024269E7,215,Private,Falcon Trading Company,311999,"Falcon Trading Company is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; p",Rick Loncarich — Chief Operating Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
229,6,"Farbest Foods, Inc.",unclassified food/bev mfr,,Jasper,Indiana,http://www.farbestfoods.com,4.3761963E7,900,Private,,311615,"Farbest Foods, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their own a",Jarod Morrison — Chief Financial Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
230,6,"Farm Cut, LLC",unclassified food/bev mfr,,Lakeland,Florida,http://www.marjonspecialtyfoods.com,6.5E7,277,Private,,311999,"Farm Cut, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut but",Christopher Butler — Principal,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
231,6,"Farmers Co-operative Society, Sioux Center, Iowa",unclassified food/bev mfr,,Sioux Center,Iowa,http://www.farmerscoopsociety.com,3.8E8,160,Private,"Farmers Co-operative Society, Sioux Center, Iowa",311119,"When farmers cooperate, society benefits. Through its seven centers in northwest Iowa, Farmers Cooperative Society offers its member/farmers a full range of agricultural growing and marketing products",John Mc Daniel — President,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
232,6,"Farmington Foods, Inc.",unclassified food/bev mfr,,Forest Park,Illinois,http://www.farmingtonfoods.com,2.2553007E7,310,Private,,311612,"Farmington Foods takes food from the farm, adds value, and sells the results. The company processes, markets, and distributes Value-added pork products, including pork loin, chops, and ribs. Its Lean ",Albert Lavalle — Principal,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
233,6,"Faygo Beverages, Inc.",unclassified food/bev mfr,,Detroit,Michigan,http://www.faygo.com,2.9539568E7,450,Private,"Newbevco, Inc.",312111,Faygo Beverages believes in flavor. Old-fashioned flavor --its products are made with cane sugar (rather thanhigh-fructose corn syrup) and are packaged in gen u ine glass bottles. The companymanufactu,Dan Trpevski — Executive Vice President,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
