segment,company_name,description,city,state,revenue_estimate,employees,key_person_1_name,key_person_1_title,key_person_1_email,key_person_1_phone,key_person_2_name,key_person_2_title,key_person_2_email,key_person_2_phone,website,source_urls
snack-bakery,8th Avenue Food & Provisions,"Private-brands maker of granola, nut butters, snack nuts, trail mix and pasta; #1 US private-label granola; wholly owned by Post Holdings",Fenton,MO,~$1.1B (Star Tribune),,Jim Dwyer,President & CEO,,,,,,,https://www.8ave.com,https://www.startribune.com/post-acquires-ronzoni-8th-avenue-pasta-granola-nut-butter-private-label-store-brand-880/601366695;https://www.foodbusinessnews.net/articles/28403-post-holdings-takes-full-control-of-8th-avenue;https://www.postconsumerbrands.com/brands/8th-avenue-food-provisions/
snack-bakery,Flagstone Foods,Private-label healthy-snacks manufacturer; #1 in trail mix and dried fruit; plants in Minneapolis MN and North Carolina; owns Emerald Nuts,St. Paul,MN,$100M-$1B (sources conflict),370-800 (sources conflict),Harry Overly,CEO,,,,,,,https://flagstonefoods.com,https://flagstonefoods.com/;https://www.owler.com/company/flagstonefoods;https://www.konaequity.com/company/flagstone-foods-4393669769/
snack-bakery,Rise Baking Company,"Platinum Equity/Butterfly-owned supplier of cookies, crispy bars, pies, cakes to in-store bakery and foodservice; 10 acquisitions since 2013",Minneapolis,MN,,"1,001-5,000 (LinkedIn)",Mark McNeil,CEO,,,,,,,https://www.risebakingcompany.com,https://www.bakingbusiness.com/articles/65558-rise-baking-names-mark-mcneil-as-ceo;https://www.prnewswire.com/news-releases/rise-baking-company-appoints-mark-mcneil-as-chief-executive-officer-302670693.html;https://www.linkedin.com/company/rise-baking-company
snack-bakery,Snak-King,"Family-led branded and private-label/contract snack maker: tortilla chips, popcorn, extruded snacks, pork rinds, nuts",City of Industry,CA,$329M-$401M (sources conflict),~950,Barry C. Levin,Chairman & CEO,,,,,,,https://www.snakking.com,https://en.wikipedia.org/wiki/Snak_King;https://www.snakking.com/manufacturing-capabilities/;https://www.owler.com/company/snakking
snack-bakery,Wolfgang Confectioners,"Family-owned (est. 1921) chocolate and confection co-manufacturer/co-packer; acquired The Warrell Corporation adding 230,000 sq ft",York,PA,$10M-$50M (ZoomInfo via search),51-250,,,,,,,,,https://www.wolfgangco.com,https://www.wolfgangco.com/;https://www.cpbj.com/wolfgang-confectioners-expands-with-acquisition-of-warrell-corporation/;https://www.zoominfo.com/c/wolfgang-confectioners/98631751
snack-bakery,The Warrell Corporation,"Confectionery contract manufacturer (Pennsylvania Dutch, Katharine Beecher brands, private label); acquired by Wolfgang Confectioners",Camp Hill,PA,"$40.5M (2026, RocketReach)",,,,,,,,,,,https://en.wikipedia.org/wiki/The_Warrell_Corporation;https://www.cpbj.com/wolfgang-confectioners-expands-with-acquisition-of-warrell-corporation/;https://rocketreach.co/the-warrell-corporation-profile_b5dfc8f9f42e4965
snack-bakery,Zachary Confections,"Family-owned (est. 1950) chocolate/confection manufacturer offering private label, contract packing and seasonal packaging",Frankfort,IN,$10M-$50M (ZoomInfo via search),51-250,,,,,,,,,https://www.zacharyconfections.com,https://www.zacharyconfections.com/history;https://www.comanufacturers.com/products/zachary-confections-inc-comanufacturer-profile;https://www.zoominfo.com/c/zachary-confections-inc/195346765
snack-bakery,Palmer Candy Company,"Fifth-generation family chocolate/confections maker (est. 1879); contract manufacturing and private-label candy; 300,000 sq ft facilities",Sioux City,IA,,25-500 (sources conflict),Marty Palmer,President & CEO,,,Brenda Huls,CFO,,,https://palmercandy.com,https://palmercandy.com/blogs/leader-ship-team;https://findmymanufacturer.com/manufacturer/palmer-candy/;https://www.zoominfo.com/c/palmer-candy-co/60932584
snack-bakery,Georgia Nut Company,"Confectionery and nut manufacturer (est. 1945) offering private label, contract manufacturing and industrial ingredients",Skokie,IL,"$77.6M (2026, per search aggregators)",~246,John Drehobl,President & CEO,,,,,,,https://georgianutcorp.com,https://georgianutcorp.com/about-us;https://georgianutcorp.com/business-solutions/contract-manufacturing;https://leadiq.com/c/georgia-nut-company/5a1d89b224000024006309c5
snack-bakery,Madelaine Chocolate Company,Family-owned (est. 1947) seasonal novelty chocolate maker; own brand plus private-label and contract work,Rockaway Beach,NY,,200-300 (seasonal; 2018 Crain's),Jorge Farber,President & CEO,,,Norman Gold,Vice President,,,https://madelainechocolate.com,https://www.crainsnewyork.com/small-business/six-years-after-sandy-madelaine-chocolate-co-back-mostly;https://madelainechocolate.com/our-story/
snack-bakery,Hillside Candy,"Hard candy manufacturer (est. 1945; GoOrganic, GoLightly brands) with private-label and nutraceutical manufacturing; Highlander Partners-owned",Hillside,NJ,,,Ted Cohen,President (post-2016 acquisition),,,,,,,,https://www.foodnavigator-usa.com/Article/2016/11/09/Highlander-Partners-acquires-organic-candy-company-Hillside-Candy/;https://www.prnewswire.com/news-releases/highlander-partners-announces-acquisition-of-hillside-candy-300358630.html
snack-bakery,Sconza Chocolates,"Fourth-generation family confectioner (est. 1939): chocolate panning, contract manufacturing; 500,000 sq ft plant",Oakdale,CA,,,Ron Sconza,President & CEO,,,,,,,https://sconza.com,https://sconza.com/pages/about;https://candyusa.com/cst/sconza-chocolates-the-industrys-best-kept-secret/;https://www.smartbrief.com/original/qa-sconza-chocolates-builds-on-85-years-of-success-while-innovating-for-the-future
snack-bakery,Anthony-Thomas Candy Company,"Family-owned Columbus chocolate maker (est. 1952) with fundraising, contract manufacturing, retail and wholesale divisions; 152,000 sq ft plant",Columbus,OH,,200+,Joseph Zanetos,President,,,,,,,https://anthony-thomas.com,https://en.wikipedia.org/wiki/Anthony_Thomas_Candy_Company;https://anthony-thomas.com/pages/story
snack-bakery,Bakery Barn,"Contract manufacturer of baked protein bars, protein cookies and brownies for brands and private label since 2000; Bain-affiliate ownership; announced closure of Pleasant Hills PA plant (2025-26)",Pittsburgh,PA,,~82 at PA plant (WARN notice),Sean Perich,Founder,,,Leslie Calhoun,CEO,,,https://bakery-barn.com,https://bakery-barn.com/;https://www.foodprocessing.com/business-of-food-beverage/news/55296403/bar-maker-bakery-barn-to-close-pittsburgh-area-plant;https://triblive.com/business/headlines/8968689-74/bars-bakery-barn
snack-bakery,Ellison Bakery,"Manufacturer of cookies, bars, crunches and inclusions for CPG, foodservice and private label (est. 1945); owned by QualiTech since 2024",Fort Wayne,IN,,51-200,Stephanie Chattillion,CEO,,,,,,,https://www.ellisonbakery.com,https://www.midoceanpartners.com/news-media/2024-08-21-qualitech-acquires-ellison-bakery-an-inclusion-ingredients-and-baked-goods-manufacturer;https://www.comanufacturers.com/products/ellison-bakery-comanufacturer-profile;https://www.linkedin.com/company/ellison-bakery
snack-bakery,Best Maid Cookie Company,Frozen gourmet cookie manufacturer (est. 1943) doing custom-formulated and pre-portioned cookie products; now a Rise Baking Company brand,River Falls,WI,,~93 (Indeed listing base),,,,,,,,,https://www.risebakingcompany.com/brands/best-maid/,https://www.risebakingcompany.com/brands/best-maid/;https://www.linkedin.com/company/best-maid-cookie-co;https://vermillioncap.com/case-studies/best-maid-cookie-company/
snack-bakery,More Than A Bakery,"Family-owned contract manufacturer of cookies and crackers; 200,000 sq ft plant; affiliate of Richmond Baking",Versailles,KY,,~310 planned at full build-out,Bill Quigg,President,,,,,,,https://morethanabakery.com,https://www.morethanabakery.com/cookies-and-crackers/contract-manufacturing;https://newkentuckyhome.ky.gov/Newsroom/NewsPage/02262016_More_Than_A_Bakery;https://commercialbaking.com/more-than-a-bakerys-origin-and-operational-development/
snack-bakery,Richmond Baking Company,Oldest family-owned cookie and cracker bakery in the US (est. 1902); contract baking and private label; sister company of More Than A Bakery,Richmond,IN,,,Bill Quigg,President,,,,,,,https://www.richmondbaking.com,https://www.gray.com/insights/more-than-a-bakery-breaks-ground-on-kentucky-manufacturing-facility/;https://commercialbaking.com/more-than-a-bakerys-origin-and-operational-development/
snack-bakery,Dairy State Foods,Cookie and cracker co-manufacturer (est. 1944); major foodservice oyster-cracker producer; private label and custom design,Glendale,WI,,~35,Lawrence Rabin,President,,,,,,,https://www.dairystatefoods.com,https://www.comanufacturers.com/products/dairy-state-foods-comanufacturer-profile;https://www.dairystatefoods.com/about-1;https://www.datanyze.com/companies/dairy-state-foods/26445835
snack-bakery,CraftMark Bakery,"Large-scale private-label/contract commercial bakery: cookie dough, pre-baked cookies, muffin batters, flatbreads; 345,000 sq ft plant",Indianapolis,IN,,400+,Kurt Seagrist,CEO,,,,,,,https://www.craftmarkbakery.com,https://www.craftmarkbakery.com/channels/contract-manufacturing-bakery;https://www.comanufacturers.com/products/craftmark-bakery-comanufacturer-profile;https://www.linkedin.com/company/craftmark-bakery
snack-bakery,Legacy Bakehouse,"Manufacturer of baked snacks, cookies and tortillas; acquired Angelic Bakehouse assets (2024) and Classic Cookie (2025); plants in Waukesha and Cudahy WI",Waukesha,WI,,,Tim Jax,CEO,,,,,,,https://legacybakehouse.com,https://theshelbyreport.com/2026/07/22/legacy-bakehouse-names-new-ceo/;https://biztimes.com/waukesha-based-legacy-bakehouse-acquires-classic-cookie/;https://legacybakehouse.com/legacy-bakehouse-acquires-classic-cookie/
snack-bakery,Snackwerks,"Contract manufacturer of rotary-molded and wire-cut cookies, bites, bars and granola; 40,000 sq ft plant; acquired 2025 into Artisan Bakery (HC Private Investments)",Battle Creek,MI,,,Kirk Trofholz,Executive Chairman (Artisan Bakery),,,,,,,,https://www.bakingbusiness.com/articles/64068-artisan-bakery-formed-to-acquire-baked-snack-dessert-assets;https://www.businesswire.com/news/home/20250619351524/en/HC-Private-Investments-Launches-Artisan-Bakery-With-the-Acquisitions-of-Snackwerks-and-Specialty-Bakers;https://www.nosh.com/news/2025/pe-firm-acquires-snackwerks-specialty-bakers-to-form-artisan-bakery
snack-bakery,Specialty Bakers,"125-year-old commercial bakery making in-store bakery/dessert products (eclairs, angel food cakes, whoopie pies); part of Artisan Bakery (HC Private Investments)",Marysville,PA,,,,,,,,,,,,https://www.foodbusinessnews.net/articles/28454-artisan-bakery-launches-with-baked-snack-dessert-assets;https://www.businesswire.com/news/home/20250619351524/en/HC-Private-Investments-Launches-Artisan-Bakery-With-the-Acquisitions-of-Snackwerks-and-Specialty-Bakers
snack-bakery,Cookies United,Private-label and contract cookie baker (Silver Lake Cookie assets); affiliate of Uncle Wally's/United Baking,Islip,NY,,~350 across two facilities (with affiliate),Luis Galeano,President & CEO,,,,,,,https://www.cookiesunited.com,https://www.cookiesunited.com/cookies-united-building-relationships-one-cookie-at-a-time/;https://www.comanufacturers.com/products/cookies-united-comanufacturer-profile;https://leadiq.com/c/cookies-united-llc/5dba4735fdf36bee53bf1183
snack-bakery,YouBar (You Bar Inc.),"Custom nutrition-bar and functional-snack contract manufacturer (est. 2006); up to 500,000 bars/day capacity across LA-area plants",Los Angeles,CA,,,Anthony Flynn,Founder & CEO,,,,,,,https://youbars.com,https://en.wikipedia.org/wiki/You_Bar;https://youbars.com/pages/bar-manufacturing-and-co-packing;https://partnerslate.com/learningcenter/cookie-manufacturers-suppliers-united-states/
snack-bakery,Econo-Pak,"Third-generation family contract food packager and co-manufacturer: baking mixes, granola, cereal, dry blending; SQF Level 3",Milford,PA,,800+,PJ Wiebel,CEO,,,,,,,https://www.econo-pak.com,https://www.econo-pak.com/about-us/;https://www.econo-pak.com/articles/econo-pak-through-the-generations/;https://www.linkedin.com/in/pj-wiebel-619618198/
snack-bakery,PacMoore Products,"Privately held contract manufacturer: dry blending, extrusion, spray drying, repackaging; plants in Hammond and Mooresville IN; BRC-certified",Hammond,IN,$126.6M (per search aggregator),~145,,,,,,,,,https://www.pacmoore.com,https://www.pacmoore.com/;https://pitchbook.com/profiles/company/483177-88;https://www.zoominfo.com/c/pacmoore-products-inc/89786993
snack-bakery,SnackCo of America,"Kettle/batch-cooked potato chip, tortilla chip, popcorn and pellet/extruded snack co-packer; owned by Hansen family (Sweden)",Clearfield,UT,,,,,,,,,,,https://www.snackco.com,https://www.snackco.com/;https://www.comanufacturers.com/products/snack-co-comanufacturer-profile;https://www.potatopro.com/companies/snackco-america
snack-bakery,Bite Brands,"Private-label manufacturer/co-packer of potato chips, kettle chips, tortilla chips, extruded snacks and tortillas; 3 plants (Atlanta GA, Syracuse NY, Parkersburg WV); founded 2018",Atlanta,GA,,,Kevin Holden,Founder & CEO,,,,,,,https://www.bitebrands.com,https://www.bitebrands.com/about;https://www.bitebrands.com/capabilities;https://www.comanufacturers.com/products/bitebrands-comanufacturer-profile
snack-bakery,Fresca Foods,"Multi-platform co-manufacturer of natural/organic shelf-stable snacks and baked goods (est. 1989); 350,000 sq ft, 18+ lines",Louisville,CO,,51-250,Brandon Viar,CEO,,,,,,,https://frescafoodsinc.com,https://frescafoodsinc.com/about;https://www.comanufacturers.com/products/fresca-foods-inc-comanufacturer-profile;https://www.zoominfo.com/c/fresca-foods-inc/344641910
snack-bakery,Hickory Harvest Foods,"Third-generation family nut, trail mix, dried fruit and chocolate/yogurt snack manufacturer with private-label and co-pack programs (est. 1972)",Akron,OH,"$23M (2026, per search aggregator)",51-250,Darlene Swiatkowski,CEO,,,Joe Swiatkowski,President,,,https://www.hickoryharvest.com,https://www.hickoryharvest.com/about-us/our-history;https://akronrotary.org/speakers/cc700692-b1b7-4bd5-b990-8e6c85727a0f;https://www.comanufacturers.com/products/hickory-harvest-foods-comanufacturer-profile
snack-bakery,Wixon,"Custom seasonings, spice blends and flavor technologies manufacturer (est. 1907) with contract dry-blend manufacturing",St. Francis,WI,,250+,Peter Gottsacker,President,,,,,,,https://www.wixon.com,https://www.wixon.com/about-us/history/;https://www.wixon.com/services/manufacturing/;https://foodindustryexecutive.com/2021/08/wixon-inc-expands-operations-in-st-francis/
snack-bakery,Century Foods International,"Hormel Foods subsidiary; contract manufacturer of nutritional powders, dairy/vegetable protein blends and RTD products; 4 plants",Sparta,WI,,~450,,,,,,,,,https://www.centuryfoods.com,https://www.centuryfoods.com/;https://www.hormelfoods.com/careers/career-center/our-locations/century-foods-international/;https://www.comanufacturers.com/products/century-foods-international-comanufacturer-profile
snack-bakery,SternMaid America,"Contract manufacturer/toll blender of powdered food, supplement and pharma products; part of Germany's Stern-Wywiol Gruppe",Aurora,IL,,,,,,,,,,,,https://www.thomasnet.com/company/sternmaid-america-llc-30843100/profile;https://www.fdbusiness.com/the-contract-manufacturer-sternmaid-america-gets-started-in-chicago/;https://www.linkedin.com/company/sternmaid-america-llc
snack-bakery,Organic Milling,"Contract manufacturer of better-for-you cereal, granola and snacks since 1960; SQF Level 3; part of Roskam Foods since 2022",San Dimas,CA,,,Wolfgang Buehler,CEO,,,,,,,https://organicmilling.roskamfoods.com,https://organicmilling.roskamfoods.com/about-us/;https://www.foodbusinessnews.net/articles/20278-private-equity-firm-takes-stake-in-organic-granola-maker
snack-bakery,Roskam Foods,"Contract manufacturer (est. 1923) of shelf-stable, frozen and refrigerated foods; 2M+ sq ft, 50 lines, 8 facilities; e2p-backed",Grand Rapids,MI,$250M-$500M+ (sources conflict),"~1,800 (RocketReach/LinkedIn range 1,001-5,000)",Miguel Moreno Munera,CEO,,,,,,,https://roskamfoods.com,https://roskamfoods.com/about-us/;https://www.fox17online.com/news/local-news/grand-rapids/roskam-foods-ceo-among-top-25-most-influential-latinos-in-west-michigan;https://www.comanufacturers.com/products/roskam-foods-comanufacturer-profile
snack-bakery,Gatherer's Granola,Boutique granola contract manufacturer/co-packer for emerging brands with low MOQs (est. 2010),Schenectady,NY,,,Alessandro Gerbini,Founder & CEO,,,,,,,https://www.gatherersgranola.com,https://www.gatherersgranola.com/us/contract-manufacturing;https://www.gatherersgranola.com/about;https://www.zoominfo.com/p/Alessandro-Gerbini/13407585026
snack-bakery,Big Boss Baking Company (Granola Co-Packer),Granola-only private label and co-packing manufacturer serving startups to major grocery retailers,High Point,NC,,,,,,,,,,,https://www.granolacopacker.com,https://www.granolacopacker.com/;https://www.granolacopacker.com/about-us
snack-bakery,Sprinkk,"Candy R&D lab (Omaha) and flexible contract manufacturing facility (Albion NE): gummies, hard candy, caramels, taffy; founded 2019 by ex-Ferrara innovation lead",Omaha,NE,,,Tessa Porter,Founder & President,,,,,,,https://www.sprinkk.com,https://www.sprinkk.com/about;https://siliconprairienews.com/2024/07/sprinkk-launches-innovative-rd-lab-factory-to-boost-candy-startups/;https://www.confectionerynews.com/Article/2024/05/13/new-us-candy-lab-and-factory-set-to-transform-the-wonka-landscape/
snack-bakery,Element Bars,Custom energy/protein bar developer and manufacturer (est. 2008) supporting low-volume startup runs to high-volume production and private label,Chicago,IL,,,Jonathan Miller,Founder & CEO,,,,,,,https://www.elementbars.com,https://tracxn.com/d/companies/elementbars/__xlPDoSiG7KGu-42XREWAWldgWbwBo_C9RGZVOZDLmFY;https://www.crunchbase.com/organization/elementbars-com
snack-bakery,Star Snacks,"Third-generation family manufacturer/distributor of branded and private-label nuts, trail mixes and dried fruits; facilities in NJ and CA",Jersey City,NJ,,,,,,,,,,,https://starsnacks.net,https://starsnacks.net/about-us/;https://www.comanufacturers.com/products/star-snack-comanufacturer-profile;https://www.industrynet.com/listing/1716743/star-snacks-llc
snack-bakery,Darlington Snacks,"Family-owned commercial bakery making breakfast bars, crackers, cookies and fruit snacks for foodservice and contract customers; plants in Indianapolis IN and Joplin MO",Indianapolis,IN,,,,,,,,,,,https://darlingtonsnacks.com,https://darlingtonsnacks.com/about/;https://www.snackandbakery.com/articles/89634-darlington-creates-new-manufacturing-division
snack-bakery,Coalition Foods,"Contract manufacturer and product development house for snack and nutrition bars, powders and mixes; SQF Level 3 facility near Nashville",Nashville,TN,,,,,,,,,,,https://coalitionfoods.com,https://coalitionfoods.com/;https://coalitionfoods.com/about-us/;https://pitchbook.com/profiles/company/747969-58
wet-frozen-supplements,Tulkoff Food Products,"Sauce/condiment co-packer and private-label manufacturer (garlic, horseradish, aioli, specialty sauces); 400+ items; founded as family business, acquired by PE firm Graham Partners Oct 2024; second plant in Cincinnati OH",Baltimore,MD,$70.6M (Growjo est.; other ests. $25-100M),~116 (ests. range 67-250),Mike Kagan,CEO (appointed Feb 2025),,,Philip Tulkoff,Former President; Advisory Council member,,,https://www.tulkoff.com,https://www.tulkoff.com/co-packing/;https://www.grahampartners.net/news/grahams-latest-investment-has-the-secret-sauce/;https://www.prnewswire.com/news-releases/tulkoff-food-products-appoints-mike-kagan-as-new-ceo-302383773.html;https://growjo.com/company/Tulkoff_Food_Products
wet-frozen-supplements,Sokol Custom Food Ingredients (Sokol & Company),"Wet-fill liquid food ingredient manufacturer founded 1895 (sweet/savory sauces, almond paste, dressings, marinades, glazes, fillings); SQF Level III; PE-owned 2022-2025 (Burlington Capital Partners), sold to France-based Solina Feb 2025",Countryside,IL,,100+,Shawn Sullivan,CEO,,,Michael Novak,COO,,,https://www.sokolcustomfoods.com,https://peprofessional.com/2025/02/burlington-sells-sokol-to-french-strategic-buyer-solina/;https://sbia.org/2024/02/27/sokol-company-countryside-il/;https://markets.financialcontent.com/thepilotnews/article/accwirecq-2022-9-1-gladstone-capital-corporation-partners-with-burlington-capital-partners-in-connection-with-acquisition-of-sokol-and-company
wet-frozen-supplements,Spicin Foods (formerly Original Juan),"Co-packer/private-label manufacturer of hot sauces, salsas, BBQ sauces, dips since 1998; 60,000 sq ft plant; produces 1,500+ products for 100+ companies",Kansas City,KS,,51-200 (ZoomInfo),Scott Morse,CEO,,,,,,,https://spicinfoods.com,https://spicinfoods.com/about/;https://www.zoominfo.com/c/spicin-foods/464967627
wet-frozen-supplements,LiDestri Food and Drink,"Family-owned contract manufacturer; largest US pasta sauce producer (formerly Cantisano Foods); sauces, salsas, dips, spirits; plants in Fairport & Greece NY and Fresno CA; owns Francesco Rinaldi brand",Fairport,NY,,"~1,000-1,200",John LiDestri,Co-CEO,,,Stefani LiDestri,Co-CEO,,,https://www.lidestrifoods.com,https://www.wxxinews.org/local-news/2024-04-15/lidestri-foods-celebrates-50-years-and-refocuses-on-its-core-business;https://rbj.net/2024/04/15/lidestri-marks-major-milestones/;https://en.wikipedia.org/wiki/Francesco_Rinaldi
wet-frozen-supplements,Blount Fine Foods,"Third-generation family-owned manufacturer of fresh and frozen soups, sides and entrees; co-manufactures for Panera Bread and Legal Sea Foods; ~60% of US fresh soup market; HQ moving to Warren RI",Fall River,MA,,"~1,100 (Fall River)",Todd Blount,President & CEO (third generation),,,,,,,https://blountfinefoods.com,https://en.wikipedia.org/wiki/Blount_Fine_Foods;https://www.oceanstatemedia.org/news-and-culture/after-20-years-in-fall-river-blount-snags-3-2m-in-tax-incentives-to-return-to-rhode-island
wet-frozen-supplements,Kettle Cuisine,"PE-owned (L Catterton, since Dec 2022; previously Kainos Capital) contract manufacturer of small-batch soups, sauces, broths and sides; four US facilities; acquired Harry's Fresh Foods and Del Monaco Foods",Lynn,MA,,,Liam McClennon,CEO,,,,,,,https://www.kettlecuisine.com,https://www.crunchbase.com/organization/kettle-cuisine;https://theshelbyreport.com/2019/04/15/kettle-cuisine-buys-harrys-fresh-foods/;https://www.just-food.com/news/private-equity-backed-kettle-cuisine-acquires-soup-maker-harrys-fresh-foods/
wet-frozen-supplements,Heritage Specialty Foods,"Family-owned (two families, two generations) kettle-cook co-manufacturer: fresh soups, chilis, stews, sauces, gravies, marinades, sides; USDA-inspected",Milwaukie,OR,,~38 (LeadIQ),Shane Hendren,"Co-owner, President & CEO",,,Lana Slezak,Owner & COO,,,https://heritagespecialtyfoods.com,https://heritagespecialtyfoods.com/about/;https://leadiq.com/c/heritage-specialty-foods-llc/5f5276b51ecba4fee36fe1aa/employee-directory;https://www.fsis.usda.gov/inspection/fsis-inspected-establishments/heritage-specialty-foods-llc
wet-frozen-supplements,Sandridge Crafted Foods,"Family-owned manufacturer of fresh refrigerated soups, deli salads, dips, sides and entrees; private label, co-pack and meal assembly for retail, deli, foodservice",Medina,OH,$222.5M (RocketReach est.),~434 (RocketReach est.),Mark Sandridge,CEO (since 1997),,,Jordan Sandridge,Co-President,,,https://sandridge.com,https://sandridge.com/about-us/;https://rocketreach.co/sandridge-crafted-foods-profile_b5c4263df42e0deb;https://foodchainmagazine.com/sandridge-crafted-foods-delivering-consistency-in-a-complex-fresh-food-landscape/
wet-frozen-supplements,Walker's Fresh Foods (Walker's Food Products),"Family-owned since 1947; 100+ refrigerated deli salads, sides, dips and desserts; private label/co-packing for restaurants, grocers, foodservice (~75% foodservice)",North Kansas City,MO,,,Michael Stinson,COO & Director of Sales,,,,,,,https://walkersfoodproducts.com,https://walkersfoodproducts.com/co-packing/;https://www.supermarketperimeter.com/articles/2597-walker-s-fresh-foods-thrives-with-regional-approach;https://copackconnect.com/parking-spaces/walkers-food-products/
wet-frozen-supplements,Vanee Foods Company,"Family-owned since 1950 (ten VanEekeren family members in management); shelf-stable entrees, gravies, sauces, soups and bases; two USDA-inspected Chicago-area plants; co-packs for major food companies",Berkeley,IL,$37.4M (Kona Equity est.; ests. $35-38.4M),~312 (ests. range 100-350),Aloysius Van Eekeren,President,,,,,,,https://www.vaneefoodsco.com,https://en.wikipedia.org/wiki/Vanee_Foods;https://www.konaequity.com/company/vanee-foods-company-4398548424/;https://rocketreach.co/vanee-foods-company-profile_b5c295acf42e0ecf
wet-frozen-supplements,Inn Foods,"Frozen food co-manufacturer/private-label packer since 1976 (frozen vegetables, fruits, blends); USDA meat & poultry approved; part of The VPS Companies",Watsonville,CA,,,,,,,,,,,https://www.innfoods.com,https://www.innfoods.com/contract-manufacturing;https://www.industrynet.com/listing/3754894/inn-foods-inc
wet-frozen-supplements,Universal Frozen Food,"Family-owned Brooklyn frozen food manufacturer: raw, cooked and fried products; co-packing under client labels plus R&D",Brooklyn,NY,,,,,,,,,,,https://universalfrozenfood.com,https://universalfrozenfood.com/about-us;https://www.zoominfo.com/c/universal-frozen-food-inc/462387854
wet-frozen-supplements,Lakeside Foods,"Family-owned since 1887; canned and frozen vegetables and whipped topping for private label and foodservice; 13 plants/DCs in WI, MN, OH",Manitowoc,WI,,"~1,000 year-round; 2,000+ seasonal",Joe Yanda,President & CEO (since 2021),,,,,,,https://www.lakesidefoods.com,https://theshelbyreport.com/2021/01/13/tellock-to-retire-from-lakeside-foods-yanda-promoted-to-ceo/;https://www.lakesidefoods.com/2021/01/glen-tellock-to-retire-joe-yanda-promoted/
wet-frozen-supplements,Penn Dairy,"Specialized yogurt/cheese manufacturer and dairy co-packer (Mediterranean yogurt, kefir, drinkable yogurt, custom cheese); formerly Penn Cheese, converted to yogurt under new ownership",Winfield,PA,,,Murat Hokka,Director,,,Jon Weber,General Manager,,,https://penndairy.com,https://penndairy.com/about/;https://www.lancasterfarming.com/farming-news/dairy/cheese-making-facility-transitions-to-yogurt-making-and-experiences-tremendous-growth/article_5db7e400-4770-5c8b-beef-e549fa0ef3b6.html
wet-frozen-supplements,Scott Brothers Dairy,"Fourth-generation family dairy (est. 1913); private-label and co-pack ice cream, frozen yogurt, sour cream and cultured dairy; farm in San Jacinto, processing in Chino",Chino,CA,,,Brad Scott,Farm Manager / 4th-generation family owner,,,,,,,https://www.scottbrothers.com,https://www.scottbrothersdairy.com/our-history.html;https://scottbrothers.com/about-us.html;https://www.scottbrothersdairy.com/yogurt.html
wet-frozen-supplements,Lakeview Farms,"PE-owned (Sequel Holdings, Dallas) manufacturer/co-manufacturer of refrigerated dips, desserts and seafood salads; custom manufacturing and private label; ~500 employees in Delphos",Delphos,OH,,~500 (Delphos),Tom Davis,CEO,,,,,,,https://lakeviewfarms.com,https://lakeviewfarms.com/about-us/;https://www.pehub.com/sequel-holdings-buys-lakeview-farms/;https://www.prnewswire.com/news-releases/sequel-holdings-acquires-lakeview-farms-300033766.html
wet-frozen-supplements,Lief Labs,"Founder-owned supplement CDMO (capsules, tablets, powders) founded 2008; 260,000 sq ft operation in Santa Clarita Valley",Valencia,CA,,~325,Adel Villalobos,Founder & CEO,,,,,,,https://lieflabs.com,https://signalscv.com/2021/11/ceo-spotlight-adel-villalobos-lief-labs/;https://sfvbj.com/special-editions/valley200/2023-valley200/business-2023/valley-200-2023-adel-villalobos/
wet-frozen-supplements,Vitaquest International,"Supplement/functional food contract manufacturer established 1977; capsules, tablets, powders; opened probiotics suite",West Caldwell,NJ,$100-249.9M (ZoomInfo est.),500-999 (ZoomInfo est.),Patrick Brueggman,President & CEO,,,,,,,https://vitaquest.com,https://www.zoominfo.com/c/vitaquest/125321273;https://finance.yahoo.com/news/vitaquest-international-llc-opens-world-110000515.html;https://www.nutraceuticalsworld.com/company-profile/vitaquest-international/
wet-frozen-supplements,Ion Labs (HBI Ion Labs),"cGMP/FDA-registered supplement and pet product contract manufacturer since 1983; 350,000+ sq ft; tablets, capsules, gummies, powders; now part of DCC Health & Beauty Solutions",Largo,FL,,"250+ staff (some ests. 500-1,000)",Clay Desjardine,CEO,,,,,,,https://hbiionlabs.com,https://hbiionlabs.com/about;https://rocketreach.co/ion-labs-inc-profile_b5cb6e4bf42e14a8;https://hbigroup.com/our-group/hbi-ion-labs
wet-frozen-supplements,Robinson Pharma,"Founder-owned contract manufacturer of softgels, tablets, capsules, powders and liquids; founded 1989; claims largest US softgel capacity",Santa Ana,CA,,~880 (2022),Tuong Nguyen,Founder & CEO,,,,,,,https://www.robinsonpharma.com,https://www.robinsonpharma.com/;https://www.owler.com/company/robinsonpharma;https://tracxn.com/d/companies/robinsonpharma/__xQKDz1Rv5TIxG8Se5MHUoP8fXiNxL1rnTzuc6C-CT6c
